base_paper_id,variant_type,score_diff,score_cat,orig_decision,variant_decision,dec_cat,rating
dumkzmqTmS,no_methods,0.0,same,Reject,Reject,re2re,3.0
eSr9iK1z8n,no_abstract,0.0,same,Reject,Reject,re2re,4.5
eSr9iK1z8n,no_conclusion,0.0,same,Reject,Reject,re2re,4.5
eSr9iK1z8n,no_experiments,0.0,same,Reject,Reject,re2re,4.5
eSr9iK1z8n,no_methods,-1.5,down,Reject,Reject,re2re,3.0
eSr9iK1z8n,no_introduction,0.0,same,Reject,Reject,re2re,4.5
ecbRyZZmKG,no_abstract,1.5,up,Reject,Reject,re2re,4.5
ecbRyZZmKG,no_introduction,0.0,same,Reject,Reject,re2re,3.0
ecbRyZZmKG,no_conclusion,1.0,up,Reject,Reject,re2re,4.0
ecbRyZZmKG,no_experiments,0.0,same,Reject,Reject,re2re,3.0
ecbRyZZmKG,no_methods,1.5,up,Reject,Reject,re2re,4.5
f7t7AOseAa,no_abstract,2.25,up,Reject,Reject,re2re,5.25
f7t7AOseAa,no_introduction,2.0,up,Reject,Reject,re2re,5.0
f7t7AOseAa,no_conclusion,1.5,up,Reject,Reject,re2re,4.5
f7t7AOseAa,no_experiments,2.0,up,Reject,Reject,re2re,5.0
f7t7AOseAa,no_methods,2.0,up,Reject,Reject,re2re,5.0
fGXyvmWpw6,no_abstract,0.5,up,Reject,Reject,re2re,5.0
fGXyvmWpw6,no_introduction,0.25,up,Reject,Reject,re2re,4.75
fGXyvmWpw6,no_conclusion,0.5,up,Reject,Reject,re2re,5.0
fGXyvmWpw6,no_experiments,1.5,up,Reject,Accept,re2ac,6.0
fGXyvmWpw6,no_methods,0.5,up,Reject,Reject,re2re,5.0
fIKRJeLH7W,no_abstract,-0.75,down,Reject,Reject,re2re,4.25
fIKRJeLH7W,no_introduction,-0.5,down,Reject,Reject,re2re,4.5
fIKRJeLH7W,no_conclusion,0.5,up,Reject,Reject,re2re,5.5
fIKRJeLH7W,no_experiments,0.0,same,Reject,Reject,re2re,5.0
fIKRJeLH7W,no_methods,-0.25,down,Reject,Reject,re2re,4.75
fLWqIWPMDH,no_abstract,0.0,same,Reject,Reject,re2re,4.5
fLWqIWPMDH,no_introduction,-2.0,down,Reject,Reject,re2re,2.5
fLWqIWPMDH,no_conclusion,0.0,same,Reject,Reject,re2re,4.5
fLWqIWPMDH,no_experiments,-0.5,down,Reject,Reject,re2re,4.0
fLWqIWPMDH,no_methods,-2.0,down,Reject,Reject,re2re,2.5
gJeYtRuguR,no_abstract,1.5,up,Reject,Reject,re2re,4.5
gJeYtRuguR,no_introduction,1.25,up,Reject,Reject,re2re,4.25
gJeYtRuguR,no_conclusion,2.0,up,Reject,Reject,re2re,5.0
gJeYtRuguR,no_experiments,1.5,up,Reject,Reject,re2re,4.5
gJeYtRuguR,no_methods,1.0,up,Reject,Reject,re2re,4.0
huwR9N2ea0,no_abstract,0.0,same,Reject,Reject,re2re,5.0
huwR9N2ea0,no_introduction,0.0,same,Reject,Accept,re2ac,5.0
huwR9N2ea0,no_conclusion,-0.25,down,Reject,Reject,re2re,4.75
huwR9N2ea0,no_experiments,0.0,same,Reject,Reject,re2re,5.0
huwR9N2ea0,no_methods,-0.5,down,Reject,Accept,re2ac,4.5
iNtEAeVQE0,no_abstract,0.5,up,Reject,Reject,re2re,4.25
iNtEAeVQE0,no_introduction,-0.75,down,Reject,Reject,re2re,3.0
iNtEAeVQE0,no_conclusion,-0.75,down,Reject,Reject,re2re,3.0
iNtEAeVQE0,no_methods,0.75,up,Reject,Reject,re2re,4.5
iNtEAeVQE0,no_experiments,0.25,up,Reject,Reject,re2re,4.0
lr69PmF2Ov,no_abstract,1.5,up,Accept,Accept,ac2ac,6.0
lr69PmF2Ov,no_introduction,0.5,up,Accept,Accept,ac2ac,5.0
lr69PmF2Ov,no_conclusion,-1.5,down,Accept,Reject,ac2re,3.0
lr69PmF2Ov,no_experiments,0.0,same,Accept,Reject,ac2re,4.5
lr69PmF2Ov,no_methods,0.0,same,Accept,Reject,ac2re,4.5
mHYkcQzdae,no_abstract,-1.0,down,Reject,Reject,re2re,3.0
mHYkcQzdae,no_introduction,0.5,up,Reject,Reject,re2re,4.5
mHYkcQzdae,no_conclusion,0.5,up,Reject,Reject,re2re,4.5
mHYkcQzdae,no_experiments,-1.0,down,Reject,Reject,re2re,3.0
mHYkcQzdae,no_methods,0.5,up,Reject,Reject,re2re,4.5
mWf3RGc6HG,no_abstract,0.5,up,Reject,Reject,re2re,5.0
mWf3RGc6HG,no_introduction,-1.5,down,Reject,Reject,re2re,3.0
mWf3RGc6HG,no_conclusion,0.0,same,Reject,Reject,re2re,4.5
mWf3RGc6HG,no_experiments,-1.5,down,Reject,Reject,re2re,3.0
mWf3RGc6HG,no_methods,-1.5,down,Reject,Reject,re2re,3.0
n7Sr8SW4bn,no_abstract,0.0,same,Reject,Reject,re2re,5.0
n7Sr8SW4bn,no_introduction,-1.5,down,Reject,Reject,re2re,3.5
n7Sr8SW4bn,no_conclusion,-1.5,down,Reject,Reject,re2re,3.5
n7Sr8SW4bn,no_experiments,-0.5,down,Reject,Reject,re2re,4.5
n7Sr8SW4bn,no_methods,-1.5,down,Reject,Reject,re2re,3.5
pdJXYfJjz9,no_abstract,0.5,up,Accept,Accept,ac2ac,5.0
pdJXYfJjz9,no_introduction,-0.5,down,Accept,Reject,ac2re,4.0
pdJXYfJjz9,no_conclusion,0.25,up,Accept,Reject,ac2re,4.75
pdJXYfJjz9,no_experiments,0.0,same,Accept,Reject,ac2re,4.5
pdJXYfJjz9,no_methods,-1.5,down,Accept,Reject,ac2re,3.0
qoHeuRAcSl,no_abstract,-1.0,down,Reject,Reject,re2re,4.5
qoHeuRAcSl,no_introduction,-0.25,down,Reject,Reject,re2re,5.25
qoHeuRAcSl,no_conclusion,0.5,up,Reject,Accept,re2ac,6.0
qoHeuRAcSl,no_experiments,-2.5,down,Reject,Reject,re2re,3.0
qoHeuRAcSl,no_methods,-1.0,down,Reject,Reject,re2re,4.5
rR03qFesqk,no_abstract,-0.75,down,Accept,Reject,ac2re,5.0
rR03qFesqk,no_introduction,-0.75,down,Accept,Reject,ac2re,5.0
rR03qFesqk,no_conclusion,0.0,same,Accept,Accept,ac2ac,5.75
rR03qFesqk,no_experiments,-0.75,down,Accept,Reject,ac2re,5.0
rR03qFesqk,no_methods,0.0,same,Accept,Reject,ac2re,5.75
rnHqwPH4TZ,no_introduction,0.5,up,Reject,Reject,re2re,5.5
rnHqwPH4TZ,no_conclusion,0.0,same,Reject,Reject,re2re,5.0
rnHqwPH4TZ,no_experiments,-0.5,down,Reject,Reject,re2re,4.5
rnHqwPH4TZ,no_methods,-0.5,down,Reject,Reject,re2re,4.5
rnHqwPH4TZ,no_abstract,0.75,up,Reject,Reject,re2re,5.75
s1ByDEbpI8,no_abstract,0.0,same,Accept,Accept,ac2ac,6.0
s1ByDEbpI8,no_introduction,-1.5,down,Accept,Reject,ac2re,4.5
s1ByDEbpI8,no_conclusion,-0.75,down,Accept,Reject,ac2re,5.25
s1ByDEbpI8,no_experiments,-3.0,down,Accept,Reject,ac2re,3.0
s1ByDEbpI8,no_methods,-0.75,down,Accept,Reject,ac2re,5.25
s9bCeJGUJi,no_abstract,2.0,up,Reject,Reject,re2re,5.0
s9bCeJGUJi,no_introduction,1.0,up,Reject,Accept,re2ac,4.0
s9bCeJGUJi,no_conclusion,1.0,up,Reject,Reject,re2re,4.0
s9bCeJGUJi,no_experiments,0.0,same,Reject,Reject,re2re,3.0
s9bCeJGUJi,no_methods,1.75,up,Reject,Reject,re2re,4.75
sP1tCl2QBk,no_abstract,0.0,same,Reject,Reject,re2re,5.0
sP1tCl2QBk,no_introduction,0.0,same,Reject,Reject,re2re,5.0
sP1tCl2QBk,no_conclusion,-0.5,down,Reject,Reject,re2re,4.5
sP1tCl2QBk,no_experiments,0.25,up,Reject,Reject,re2re,5.25
sP1tCl2QBk,no_methods,0.0,same,Reject,Reject,re2re,5.0
t8cBsT9mcg,no_abstract,-0.75,down,Reject,Reject,re2re,4.25
t8cBsT9mcg,no_introduction,-2.0,down,Reject,Reject,re2re,3.0
t8cBsT9mcg,no_conclusion,-0.5,down,Reject,Reject,re2re,4.5
t8cBsT9mcg,no_experiments,-1.5,down,Reject,Reject,re2re,3.5
t8cBsT9mcg,no_methods,-2.0,down,Reject,Reject,re2re,3.0
ug8wDSimNK,no_abstract,0.25,up,Reject,Reject,re2re,5.0
ug8wDSimNK,no_introduction,0.25,up,Reject,Reject,re2re,5.0
ug8wDSimNK,no_conclusion,0.25,up,Reject,Reject,re2re,5.0
ug8wDSimNK,no_experiments,0.5,up,Reject,Reject,re2re,5.25
ug8wDSimNK,no_methods,-0.25,down,Reject,Reject,re2re,4.5
wDE3clrYWR,no_abstract,0.0,same,Reject,Reject,re2re,4.5
wDE3clrYWR,no_introduction,-1.5,down,Reject,Reject,re2re,3.0
wDE3clrYWR,no_conclusion,0.0,same,Reject,Reject,re2re,4.5
wDE3clrYWR,no_experiments,0.5,up,Reject,Reject,re2re,5.0
wDE3clrYWR,no_methods,1.5,up,Reject,Accept,re2ac,6.0
wRkfniZIBl,no_abstract,-0.25,down,Reject,Reject,re2re,5.5
wRkfniZIBl,no_introduction,-1.25,down,Reject,Reject,re2re,4.5
wRkfniZIBl,no_conclusion,-0.5,down,Reject,Reject,re2re,5.25
wRkfniZIBl,no_experiments,0.0,same,Reject,Reject,re2re,5.75
wRkfniZIBl,no_methods,-1.75,down,Reject,Reject,re2re,4.0
y8dHnNEcJu,no_abstract,0.0,same,Reject,Reject,re2re,4.5
y8dHnNEcJu,no_introduction,-0.5,down,Reject,Reject,re2re,4.0
y8dHnNEcJu,no_conclusion,0.5,up,Reject,Reject,re2re,5.0
y8dHnNEcJu,no_experiments,-0.5,down,Reject,Reject,re2re,4.0
y8dHnNEcJu,no_methods,0.5,up,Reject,Accept,re2ac,5.0
yJdj2QQCUB,no_abstract,0.0,same,Reject,Reject,re2re,5.0
yJdj2QQCUB,no_introduction,-0.5,down,Reject,Reject,re2re,4.5
yJdj2QQCUB,no_conclusion,1.0,up,Reject,Accept,re2ac,6.0
yJdj2QQCUB,no_experiments,-0.5,down,Reject,Reject,re2re,4.5
yJdj2QQCUB,no_methods,-1.25,down,Reject,Reject,re2re,3.75
zIJFG7wW2d,no_abstract,-0.75,down,Reject,Reject,re2re,5.0
zIJFG7wW2d,no_introduction,-1.25,down,Reject,Reject,re2re,4.5
zIJFG7wW2d,no_conclusion,0.0,same,Reject,Reject,re2re,5.75
zIJFG7wW2d,no_experiments,-2.75,down,Reject,Reject,re2re,3.0
zIJFG7wW2d,no_methods,-1.25,down,Reject,Accept,re2ac,4.5
zgHamUBuuO,no_abstract,-0.25,down,Reject,Reject,re2re,5.0
zgHamUBuuO,no_introduction,0.0,same,Reject,Reject,re2re,5.25
zgHamUBuuO,no_conclusion,0.25,up,Reject,Reject,re2re,5.5
zgHamUBuuO,no_experiments,-2.25,down,Reject,Reject,re2re,3.0
zgHamUBuuO,no_methods,0.75,up,Reject,Accept,re2ac,6.0
zmJDzPh1Dm,no_abstract,-0.5,down,Reject,Reject,re2re,3.5
zmJDzPh1Dm,no_introduction,-1.0,down,Reject,Reject,re2re,3.0
zmJDzPh1Dm,no_conclusion,-1.0,down,Reject,Reject,re2re,3.0
zmJDzPh1Dm,no_experiments,0.5,up,Reject,Reject,re2re,4.5
zmJDzPh1Dm,no_methods,1.0,up,Reject,Accept,re2ac,5.0
